Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens
5/16/2024 9:19:48,X7WQGQMT,"Como se puede ser feliz, aun asi estes pasando por tus peores momentos ","Como se puede ser feliz, aun asi estes pasando por tus peores momentos",16
5/16/2024 9:36:26,BLO78S1C,Buscar hacer algo que te guste ,Buscar hacer algo que te guste,8
5/16/2024 9:59:21,8MM32FBW,Sugeriría que es un estado de plenitud y satisfacción ,Sugeriría que es un estado de plenitud y satisfacción,16
5/16/2024 10:42:34,PYVXS5Y5,"La felicidad no es un momento preciso, ni una meta que alcanzar, la felicidad es el dia a día, los momentos y personas que te hacen feliz, pero solo tu eres responsable de tu felicidad, así que búscala a diario.","La felicidad no es un momento preciso, ni una meta que alcanzar, la felicidad es el dia a día, los momentos y personas que te hacen feliz, pero solo tu eres responsable de tu felicidad, así que búscala a diario.",55
5/16/2024 11:30:00,DJRCLO8P,"La felicidad es un estado emocional de sentimientos de alegría, satisfacción, bienestar y plenitud","La felicidad es un estado emocional de sentimientos de alegría, satisfacción, bienestar y plenitud",29
5/16/2024 12:00:29,ZJWB22YX,familia,familia,1
5/16/2024 12:53:47,3EAZ56FK,Tener dinero,Tener dinero,3
5/16/2024 13:11:17,ZT2GVR76,"La felicidad , se podría interpretar como el sentirse emocionalmente bien , en un pequeño momento de la vida . Esto significa que puede presentarse en una situación en la que todas tus emociones se combinan entre si . ","La felicidad , se podría interpretar como el sentirse emocionalmente bien , en un pequeño momento de la vida . Esto significa que puede presentarse en una situación en la que todas tus emociones se combinan entre si .",51
5/16/2024 13:25:14,614O6Y4I,El camino de la vida desde un enfoque espiritual buscando internamente satisfaccion personal y comunitaria.,El camino de la vida desde un enfoque espiritual buscando internamente satisfaccion personal y comunitaria.,21
5/16/2024 13:45:24,14XGFLGK,Definiria a la felicidad como los momentos increibles que pasas a lo largo de tu dia.Aquellos que te preovocan una sensación de alegría. ,Definiria a la felicidad como los momentos increibles que pasas a lo largo de tu dia.Aquellos que te preovocan una sensación de alegría.,40
5/16/2024 13:54:46,CKOKU9P4,Tener buenas momentos en los que tu recuerdes en los que te la pasaste increíble o tener todo resultó como querías ya que la tranquilidad también se podría resultar como felicidad o tener todo lo que quieres ,Tener buenas momentos en los que tu recuerdes en los que te la pasaste increíble o tener todo resultó como querías ya que la tranquilidad también se podría resultar como felicidad o tener todo lo que quieres,53
5/16/2024 16:56:55,BGD4M2IP,Tranquilidad y paz,Tranquilidad y paz,6
5/16/2024 16:57:14,KGOL6JXH,"no la busquemos, creemosla","no la busquemos, creemosla",9
5/16/2024 17:16:08,V6MYHJGB,"Una persona, Nahary","Una persona, Nahary",6
5/17/2024 0:16:31,JZEC253P,Integridad,Integridad,4
5/17/2024 0:54:15,Y29P2VU6,Mascotas felices,Mascotas felices,5
5/17/2024 1:12:43,ORL0OVLI,"Experiencias, amor, gozo, situaciones o momentos que nos hacen sentir bien o nos traen paz, que no nos alteran y nos dan confianza para saber que aunque no sean tal vez la mejor situación sabemos que nada se queda igual y que es parte de lo que nos hace crecer ","Experiencias, amor, gozo, situaciones o momentos que nos hacen sentir bien o nos traen paz, que no nos alteran y nos dan confianza para saber que aunque no sean tal vez la mejor situación sabemos que nada se queda igual y que es parte de lo que nos hace crecer",63
5/17/2024 2:06:42,9N0G1GM1,Que uno mismo la tiene que buscar sin ayuda de los demás.,Que uno mismo la tiene que buscar sin ayuda de los demás.,13
5/17/2024 2:32:37,8TO1OH28,El tener amistades en las que puedas ser tú mismo,El tener amistades en las que puedas ser tú mismo,12
5/17/2024 8:59:10,MCPCHOLY,No se,No se,2
5/17/2024 9:32:45,J4TCSVW0,"Aun no lo se, solo se que la he sentido y hay veces que es mas fuerte que otras veces, no creo en la felicidad eterna.","Aun no lo se, solo se que la he sentido y hay veces que es mas fuerte que otras veces, no creo en la felicidad eterna.",34
5/17/2024 9:44:25,UNBMV59R,"Escribiría que la felicidad es algo que se puede obtener de una manera fácil, pero que se puede mantener de una manera muy complicada ","Escribiría que la felicidad es algo que se puede obtener de una manera fácil, pero que se puede mantener de una manera muy complicada",31
5/17/2024 10:34:41,2CMHRG7X,Un estado de bienestar y satisfacción ,Un estado de bienestar y satisfacción,10
5/17/2024 10:45:56,AYNOOGEB,Levantarse sin preocupaciones ,Levantarse sin preocupaciones,7
5/17/2024 10:55:25,ICZPD6VE,"El significado de la felicidad es relativo y depende de la persona y la filosofía de vida que tenga. En mi caso, considero que es el Equilibrio. Debes equilibrar lo mejor posible todas las áreas de tu vida para sentirte bien contigo mismo. Por otro lado, considero que la salud mental es lo más importante, por lo que si mejoras este aspecto, la sensación de felicidad aumentará bastante.","El significado de la felicidad es relativo y depende de la persona y la filosofía de vida que tenga. En mi caso, considero que es el Equilibrio. Debes equilibrar lo mejor posible todas las áreas de tu vida para sentirte bien contigo mismo. Por otro lado, considero que la salud mental es lo más importante, por lo que si mejoras este aspecto, la sensación de felicidad aumentará bastante.",94
5/17/2024 11:40:20,KXHR1RPU,"Vivir la vida a tu manera sin presiones de otras personas, buscando siempre vivir de la mejor manera","Vivir la vida a tu manera sin presiones de otras personas, buscando siempre vivir de la mejor manera",21
5/20/2024 1:29:54,7PFSQZGK,Diría que es la temporada de primavera después del invierno ,Diría que es la temporada de primavera después del invierno,11
5/20/2024 8:07:43,RK9BOLBA,La felicidad es cumplir tus sueños y disfrutar los pequeños momentos de la vida. ,La felicidad es cumplir tus sueños y disfrutar los pequeños momentos de la vida.,21
5/22/2024 19:49:00,AI6RPUWX,"La felicidad no es absoluta, y es subjetiva, además de que no se encuentra en otras partes más que en uno mismo","La felicidad no es absoluta, y es subjetiva, además de que no se encuentra en otras partes más que en uno mismo",28
5/24/2024 11:34:36,KIBDSKF6,"Yo creo que para haber felicidad tiene que haber tristeza, sino un momento de felicidad no tendria el mismo valor, como yo lo veo es simplemente hacer lo que le gusta a uno sin afectar a los demas. Habran altibajos pero si uno se mantiene firme en sus convicciones las cosas resultaran bien.","Yo creo que para haber felicidad tiene que haber tristeza, sino un momento de felicidad no tendria el mismo valor, como yo lo veo es simplemente hacer lo que le gusta a uno sin afectar a los demas. Habran altibajos pero si uno se mantiene firme en sus convicciones las cosas resultaran bien.",74
5/24/2024 19:04:24,19QO0M44,Sentirse pleno con lo que se tiene ,Sentirse pleno con lo que se tiene,8
6/12/2024 18:05:58,I01P7HCR,"talvez  recordar que es lo que hace feliz día con día a las personas, creo que el termino felicidad tiene distintos significados y distintas razones para serlo.","talvez recordar que es lo que hace feliz día con día a las personas, creo que el termino felicidad tiene distintos significados y distintas razones para serlo.",36
